Drug	Protein
24856436	P0C1S8
24856436	P30291
24856436	P52333
24856436	P53350
24867231	P50613
24867231	P50750
24884488	P56068
24889392	P07333
24889392	P07949
24889392	P09619
24889392	P10721
24889392	P16234
24889392	P36888
24897950	P23944
24897950	P43140
24905147	O00238
24905147	O60331
24905147	O60674
24905147	P07949
24905147	P27037
24905147	P37023
24905147	P42345
24905147	Q02156
24905147	Q04771
24905147	Q13163
24905147	Q13705
24905147	Q56UN5
24905147	Q8TDC3
24905347	P07900
24951655	Q04609
24970303	P00918
24991044	O60760
24994240	P62993
25034182	P08172
25034182	P11229
25034182	P20309
25034184	P08172
25034184	P11229
25034184	P20309
25034186	P08172
25034186	P11229
25034186	P20309
25052767	Q15759
25067045	Q9UKP6
25074534	P03452
25074887	P30968
25077406	P30989
25102784	P70605
25110812	P25095
25126798	O60674
25126798	P23458
25126798	P29597
25126798	P52333
25132856	P11229
25132856	P20309
25134300	P00918
25138012	P06241
25138012	P07947
25138012	P09769
25138012	P21709
25138012	P29317
25138012	P29320
25138012	P29323
25138012	P41240
25138012	P42681
25138012	P51451
25138012	P54756
25138012	P54764
25138012	Q13882
25138012	Q9UF33
25147644	P58154
25154041	P36888
25157261	P70605
25157262	P70605
25157264	P70605
25157265	P70605
25174192	P00918
25176817	P07900
25176819	P07900
25176884	P07900
25176885	P07900
25176946	P07900
25176947	P07900
25177087	P07900
25177395	P07900
25177718	P07900
25177719	P07900
25180101	O60674
25181112	P25929
25182616	P06213
25182616	P08069
25182616	P08922
25182616	P14616
25182616	P16591
25182616	P29376
25182616	P49759
25182616	P49760
25182616	Q15746
25182616	Q9UM73
25190767	O75116
25190767	P05132
25190768	O75116
25190768	P05132
25190769	O75116
25190769	P05132
25190770	P05132
25190771	P05132
25190783	P05132
25190784	P05132
25190788	P05132
25190790	O75116
25190989	P35968
25194033	Q04609
25194138	Q04609
25210518	Q16832
25211254	Q9QYN8
25221995	P29371
25221995	P30098
25222441	P29371
25222441	P30098
25254071	O00329
25254071	P42336
25254071	P42338
25254071	P42345
25254071	P48736
25265835	P49682
25271586	P53350
25271869	P07550
25271869	P08588
25574381	O14640
42604375	Q9JI35
42604517	Q9JI35
42604650	Q9JI35
42604651	Q9JI35
42642645	P36888
42642645	Q08345
42645362	P70536
42645836	P70536
42646319	P70536
42947281	Q15109
43363658	P00915
43363658	P00918
43363658	P43166
43363658	Q8N1Q1
44137946	P08581
44157408	P14920
44157410	P14920
44157497	P14920
44157572	P14920
44211263	P34976
44211264	P34976
44211265	P34976
44211267	P34976
44211277	P34976
44211278	P34976
44241723	P29371
44264149	P18090
44264404	P18090
44264411	P18090
44264790	P25116
44264856	P25116
44270502	P16610
44270503	P16610
44274460	P31389
44274548	P31389
44274554	P31389
44274569	P31389
44274583	P31389
44274585	P31389
44279107	P07477
44279534	P00749
44279534	P07477
44279657	Q8K4Z4
44279724	P21731
44279755	P07477
44279757	P00749
44279757	P07477
44279758	P21731
44279871	P21731
44279891	P21731
44279913	P21731
44279917	P21731
44280063	P30874
44280063	P32745
44280063	P35346
44280064	P30874
44280064	P32745
44280064	P35346
44280071	P30874
44280072	P30874
44280072	P32745
44280137	P30874
44280138	P30874
44280138	P32745
44280138	P35346
44280139	P30874
44280139	P35346
44280297	P30874
44280298	P32745
44280320	P30874
44280324	P30874
44280324	P32745
44280328	P30874
44280328	P32745
44280328	P35346
44280339	P32745
44280339	P35346
44280539	P35346
44280541	P30874
44280541	P32745
44280541	P35346
44281133	P0A6D3
44284806	P21731
44284806	P34978
44287431	Q8K4Z4
44287467	Q8K4Z4
44287469	Q8K4Z4
44287476	Q8K4Z4
44287522	Q8K4Z4
44287622	Q8K4Z4
44288444	P30553
44288444	P32239
44289262	P43140
44289437	P23944
44289437	P43140
44290601	Q9JI35
44293003	P47747
44293931	P21731
44293931	P34978
44294316	P30560
44294316	P70536
44294317	P30560
44294317	P70536
44294465	P34976
44294466	P34976
44294473	P30560
44294473	P70536
44294474	P30560
44294474	P70536
44294474	Q00788
44294483	P34976
44294528	P34976
44294540	P34976
44294551	P34976
44294559	P30560
44294559	P70536
44294560	P30560
44294560	P70536
44294560	Q00788
44294602	P30560
44294602	P70536
44294602	Q00788
44294603	P30560
44294603	P70536
44294618	P34976
44294822	P34976
44294844	P30560
44294844	P70536
44294854	P70536
44294863	P30560
44294863	P70536
44294885	P70536
44294891	P47747
44294905	P34976
44295009	P34976
44295057	P34976
44295381	P00918
44295639	P00918
44295906	P00918
44295959	P00918
44296089	P00918
44297505	P30560
44297516	P30560
44297517	P30560
44297525	P30560
44299148	P10721
44299148	P36888
44299148	Q16584
44301318	P21731
44306870	P00918
44310103	P33033
44310103	P56450
44310343	P33033
44313203	P00918
44313239	P00918
44313478	P00918
44314226	P19793
44314230	P19793
44315771	Q9JI35
44316292	P10826
44316292	P13631
44316354	P10826
44316354	P13631
44318341	P32239
44320685	P31389
44320686	P31389
44320707	P31389
44320708	P31389
44320718	P30559
44320718	P48044
44320759	P30559
44320760	P30559
44321133	P30559
44321134	P30559
44321188	P30559
44321189	P30559
44321206	P30559
44324421	P30542
44324578	P70536
44324579	P70536
44324601	P70536
44324625	P70536
44324630	P79218
44324785	P00797
44325448	P30556
44325470	P30556
44326751	P14842
44326982	P14842
44327167	P14842
44328859	P08235
44329879	P21731
44331125	P11473
44331659	P11473
44333362	P30559
44335051	Q00788
44335231	Q00788
44335330	Q00788
44335358	Q00788
44335436	Q00788
44336001	P32300
44336032	P32300
44336081	P32300
44336096	P32300
44336365	P35372
44337955	P30542
44339762	Q9JI35
44339975	P25104
44340063	P25104
44341782	P08172
44343341	P32245
44343341	P41968
44343362	P32245
44343362	P41968
44343362	Q01726
44345213	P29274
44346707	P51144
44346720	P51144
44346720	P79218
44346727	P51144
44346794	P51144
44346863	P51144
44347001	P51144
44347002	P51144
44347003	P51144
44347083	P51144
44347084	P51144
44348262	P34976
44348285	P34976
44348352	P34976
44348369	P34976
44348403	P62993
44351316	P30969
44351678	Q9Y5N1
44352968	Q99572
44354161	O70526
44354161	P97583
44354213	P97583
44355185	P05129
44355468	P43144
44355469	P43144
44355470	P43144
44355476	P43144
44355477	P43144
44355670	P43144
44355725	P00378
44355770	P00374
44355912	P00374
44356152	P00374
44356715	P00734
44356716	P00747
44356716	P00749
44356739	P00749
44356739	P00760
44356858	P00760
44361351	P30968
44361468	P30968
44361587	P30968
44361670	P30968
44361795	P30968
44361796	P30968
44361797	P30968
44361802	P30968
44361888	P30968
44363762	P43140
44363766	P31645
44363813	P30994
44363934	P30989
44364190	P43140
44364207	P43140
44364402	P30560
44364402	P70536
44366283	P25103
44366527	P21731
44366559	P25103
44366577	P25103
44366629	P33535
44366712	P25103
44366742	P25103
44366743	P25103
44366788	P25103
44366988	P25103
44367595	P25774
44368254	P00918
44368257	P00918
44368568	P00918
44368581	P00918
44368582	P00918
44368583	P00918
44368596	P00918
44370529	P16610
44370529	P30547
44370530	P30547
44370713	P30547
44371383	Q8K4Z4
44371406	Q8K4Z4
44372093	P34971
44372171	P34971
44372567	P34971
44373246	P34976
44373571	P14842
44373714	P30559
44373714	Q00788
44373744	P30559
44373789	P14842
44373791	P14842
44373814	P14842
44373817	P14842
44374322	P30969
44374461	P21731
44374471	P30969
44374480	P21731
44374480	P34978
44374481	P21731
44374481	P34978
44374482	P21731
44374514	P21731
44374514	P34978
44374516	P21731
44374517	P21731
44374517	P34978
44374518	P21731
44374518	P34978
44374525	P21731
44374532	P21731
44374532	P34978
44374546	P21731
44374546	P34978
44374550	P21731
44374561	P21731
44374564	P21731
44374564	P34978
44374579	P21731
44374600	P21731
44374605	P21554
44374608	P21554
44374615	P21554
44374628	P21554
44374640	P21554
44374654	P21554
44374671	P21554
44374693	P21731
44374693	P34978
44374699	P21731
44374699	P34978
44374711	P21731
44374711	P34978
44374713	P21554
44374714	P21554
44374723	P21731
44374723	P34978
44374724	P21731
44374724	P34978
44374774	P21554
44374818	P21554
44374834	P21554
44374989	P21554
44375220	P21554
44375222	P21554
44375231	P21554
44375232	P21554
44377822	P10826
44377822	P13631
44380611	P08172
44380972	P08172
44381378	P08172
44381395	P54833
44382456	P32239
44382928	P34976
44382968	P34976
44383465	Q8K4Z4
44383615	P34976
44385952	P30994
44389027	O00222
44392318	P79218
44392347	P79218
44392351	P79218
44392392	P79218
44392439	P79218
44392444	P79218
44392445	P79218
44392491	P79218
44401347	Q9Y5N1
44403783	Q00194
44403858	Q16602
44403859	Q16602
44403860	Q16602
44403861	Q16602
44405111	P15692
44405114	P15692
44405116	P15692
44405117	P15692
44406390	Q9JI35
44406392	Q9JI35
44406394	Q9JI35
44406418	P15056
44406429	P15056
44406444	Q9JI35
44406448	Q9JI35
44406459	Q9JI35
44406483	Q9JI35
44406484	Q9JI35
44406513	Q9JI35
44406535	Q9JI35
44406536	Q9JI35
44406537	P15056
44406594	P15056
44406596	P15056
44407899	Q9JI35
44407901	P25103
44407902	P25103
44407903	P25103
44407906	P25103
44407907	P25103
44407908	P25103
44407917	P25103
44407954	Q9JI35
44407955	Q9JI35
44407971	P25103
44407972	P25103
44407998	P25103
44408011	Q9JI35
44408015	Q9JI35
44408021	Q9JI35
44408025	P25103
44408029	Q9JI35
44408033	P25103
44408034	Q9JI35
44408036	Q9JI35
44408039	P25103
44408040	P25103
44408045	P25103
44408046	P25103
44408047	P25103
44408048	P25103
44408051	P25103
44408055	Q9JI35
44408088	P25103
44408089	P25103
44408110	Q9JI35
44408116	Q9JI35
44408818	P50129
44412007	O70526
44412007	P30411
44418277	P62993
44418279	P62993
44420973	P62993
44421626	P49684
44422930	P30968
44429288	P70536
44429290	P70536
44429294	P70536
44429295	P70536
44429298	P70536
44429299	P70536
44429303	P70536
44429304	P70536
44429307	P70536
44430130	P25774
44430136	P25774
44430138	P25774
44430168	P25774
44430256	P25774
44430258	P25774
44430259	P25774
44430260	P25774
44430261	P25774
44430262	P25774
44430264	P25774
44430265	P25774
44430268	P25774
44438865	P34976
44438870	P34976
44438880	P34976
44438885	P34976
44441658	P28646
44441659	P28646
44441661	P28646
44441662	P28646
44441663	P28646
44441664	P28646
44441665	P28646
44441666	P28646
44441667	P28646
44441668	P28646
44441669	P28646
44441670	P28646
44441671	P28646
44441672	P28646
44441673	P28646
44441674	P28646
44441675	P28646
44441676	P28646
44441677	P28646
44441678	P28646
44441870	P28646
44441874	P28646
44441875	P28646
44441877	P28646
44441879	P28646
44441881	P28646
44441883	P28646
44441884	P28646
44441885	P28646
44441886	P28646
44441890	P28646
44441893	P28646
44441894	P28646
44441897	P28646
44441898	P28646
44441899	P28646
44441900	P28646
44441902	P28646
44441916	P28646
44441917	P28646
44441919	P28646
44447006	P28646
44447009	P28646
44447011	P28646
44447014	P28646
44447019	P28646
44447038	P28646
44447042	P28646
44447043	P28646
44447045	P28646
44447048	P28646
44447049	P28646
44447052	P28646
44447058	P28646
44447060	P28646
44447062	P28646
44447064	P28646
44447066	P28646
44447069	P28646
44447071	P28646
44447073	P08908
44447073	P28646
44447073	P30872
44447074	P28646
44447075	P28646
44447076	P28646
44448637	Q9UBN7
44450240	P04278
44450241	P04278
44450269	P04278
44450289	P04278
44450303	P04278
44450306	P04278
44450328	P04278
44450348	P04278
44450359	P04278
44450360	P04278
44450383	P04278
44451245	P29275
44451547	P30553
44451581	P30553
44451622	P30553
44451877	P30553
44451920	P30553
44453284	P29401
44453394	P29401
44453451	P29401
44453549	P29401
44453554	P29401
44455318	P29401
44457689	P31389
44457690	P31389
44457702	P31389
44457838	P10980
44457838	P11229
44457850	P10980
44458651	P23977
44459582	Q8K4Z4
44459891	Q8K4Z4
44460459	P98170
44461961	P32239
44468395	P07900
44468396	P07900
44473625	Q16832
44516953	O00750
44516953	P42336
44516953	P42338
44516953	P42345
44516953	P48736
44537807	P09960
44545161	P34998
44545165	P34998
44550460	P29371
44550460	P30098
44561317	P50129
44566353	P49763
44570180	P49682
44570266	P25095
44570305	P25095
44579638	P36544
44579638	P58154
44581059	Q9QYN8
44581060	Q9QYN8
44581098	Q9QYN8
44581099	Q9QYN8
44581124	Q04609
44581128	Q04609
44581129	Q04609
44583370	Q8NG68
44584922	Q03431
44586430	P43140
44588117	O75716
44589576	P08172
44589576	P20309
44589577	P08172
44589577	P20309
44589578	P08172
44589578	P20309
44589579	P08172
44589579	P20309
44589580	P08172
44589580	P11229
44589580	P20309
44589581	P08172
44589581	P11229
44589581	P20309
44589582	P08172
44589582	P20309
44590208	Q13547
44590680	P07900
44592066	Q9QYN8
44594663	O60674
44594663	P23458
44594663	P52333
44594940	O60674
44594940	P23458
44594940	P43405
44594940	P52333
44622838	P36888
44622967	P07333
44622967	P07949
44622967	P09619
44622967	P10721
44622967	P16234
44622967	P36888
44626999	P08246
44627000	P08246
44968267	P33981
45142457	P08581
45485040	P34998
46175126	O75116
46202652	O00329
46202652	P42336
46202652	P42338
46202652	P48736
46209133	P27487
46218331	P08631
46218331	P12931
46218331	P43405
46218331	P49841
46218331	P53778
46237675	P31424
46500111	O14640
46836567	Q07817
46836568	Q07817
46844087	P53350
46844147	O15075
46844147	Q13164
46844147	Q13470
46844147	Q8N568
46875579	P07327
46882134	O75116
46882137	O75116
46883364	P36888
46883365	P36888
46883389	P36888
46883422	P36888
46883423	P36888
46883460	P36888
46890832	P03452
46890833	P03452
46907521	P58154
46907787	O60885
46907787	P25440
46907787	Q15059
46910493	P34976
46910495	P34976
46916273	Q8N1Q1
46916274	P00915
46916274	P00918
46916274	Q8N1Q1
46916275	Q8N1Q1
46916276	P00915
46916277	P00915
46927949	P9WGR1
46947265	Q9Y5N1
49783249	P58154
49784851	P07900
49784944	P07900
49836027	P42336
49836027	P42345
49843531	P09874
49843531	P11103
49843538	P00918
49843543	P00918
49863459	P23284
49863459	P30405
49863459	P62937
49867076	Q13131
49867076	Q14289
49867823	Q7Z1V1
49871007	P51681
50904886	O43570
50904886	P00918
50904886	P43166
50904886	Q16790
50905381	P23944
50905589	P23944
50905589	P43140
50922691	O60674
50942947	P11103
50943015	P09874
50943015	P11103
50943048	P11103
50943048	P11103
50944073	Q9H2X6
51003391	O70212
51003467	P35372
51003467	P41143
51003467	P41145
51038269	P00519
52912222	O60885
52912222	P25440
52912222	Q15059
52935553	P21731
52936850	P42336
52936850	P42338
52941064	O43570
52941064	P00918
52941064	P43166
52941064	Q8N1Q1
52942323	P00491
52942386	P04191
52943585	P04191
52943610	P17931
52945601	O15530
52945601	P80192
52945601	Q9H2K2
52949049	P31389
52951338	P98170
52951338	Q13489
52951338	Q13490
53258680	P9WPC9
53259635	O43614
53317547	P49763
53317548	P49763
53318989	O60885
53318989	P25440
53318989	Q15059
53321090	P62937
53321626	P49763
53322923	Q07912
53324105	P49763
53324106	P49763
53324274	P49763
53325417	P49763
53325868	P34976
53339204	Q96GD4
53339330	Q96GD4
53339442	Q96GD4
53339554	Q96GD4
53339555	Q96GD4
53339557	Q96GD4
53339881	Q96GD4
53339992	Q96GD4
53340111	Q96GD4
53340113	Q96GD4
53340223	Q96GD4
53340224	Q96GD4
53340225	Q96GD4
53340226	Q96GD4
53340227	Q96GD4
53340444	Q96GD4
53340448	Q96GD4
53340450	Q96GD4
53340563	Q96GD4
53340567	Q96GD4
53340570	Q96GD4
53340685	Q96GD4
53340687	Q96GD4
53340688	Q96GD4
53340809	Q96GD4
53340810	Q96GD4
53348157	O66809
53348158	O66809
53348160	O66809
53361218	Q05639
53362901	P68104
53362901	Q05639
53389265	P08238
53712172	Q99572
53749649	P00734
53805115	P37231
53968501	P05121
54021496	Q13936
54052660	Q13936
54167661	Q13936
54413479	Q13936
54444800	P00918
54523429	P13631
54579961	Q8K4Z4
54585111	P08581
54589404	O60674
54589404	P23458
54589404	P29597
54589404	P52333
54591779	P34998
54591854	P34998
54592203	Q86V86
54669764	P07550
54669764	P08588
54675769	P0AES6
54685140	Q15717
54756927	P07550
54756927	P08588
54756928	P07550
54756929	P07550
54757126	P07550
54757129	P07550
54757229	P07550
54757229	P13945
54757232	P07550
54757232	P08588
54757331	P07550
54757331	P08588
54758053	P30987
54758054	P30987
54758415	P07550
54758417	P07550
54758417	P08588
54758417	P13945
54760383	P00533
56587959	O14965
56587961	O14965
56587964	O14965
56587967	O14965
56597179	P08588
56598831	P08588
56598832	P08588
56598833	P08588
56598967	P08588
56599097	P08588
56599098	P08588
56599099	P08588
56599101	P08588
56599102	P08588
56599231	P08588
56599232	P08588
56599233	P08588
56648850	Q05941
56650289	P11103
56650290	P11103
56656712	P20309
56657420	P20309
56657724	P70536
56657725	P70536
56658055	Q96GD4
56658056	Q96GD4
56658238	P20309
56661565	Q96GD4
56661566	Q96GD4
56661568	Q96GD4
56661569	Q96GD4
56662893	P68104
56662893	Q05639
56663008	P35372
56663008	P41143
56663008	P41145
56664707	P70536
56664708	P70536
56664776	Q29010
56667183	P20309
56667198	P20309
56668119	P70536
56668141	P70536
56668419	Q96GD4
56668420	Q96GD4
56669900	P35372
56671663	Q29010
56671934	Q96GD4
56671935	Q96GD4
56675035	P70536
56675084	P20309
56675252	P11387
56677341	P20309
56678332	P70536
56678362	P70536
56678650	Q96GD4
56678897	P08183
56681384	P20309
56681967	Q96GD4
56681968	Q96GD4
56681969	Q96GD4
56682214	P08183
56846693	P00519
56846693	P00533
56846693	P06239
56846693	P07333
56846693	P07949
56846693	P09619
56846693	P10721
56846693	P29317
56846693	P35968
56929502	P37231
56932123	O43570
56932123	P00916
56932123	P00917
56932123	P00918
56932123	P43166
56932123	Q16790
56932123	Q8N1Q1
56946894	P68400
56962336	Q8TEK3
56962337	Q8TEK3
56965016	P0DMS8
57325781	P0DMS8
57325782	P0DMS8
57325783	P0DMS8
57325867	P0DMS8
57325868	P0DMS8
57326041	P0DMS8
57339558	P49146
57341660	P00533
57384256	O14965
57384256	Q96GD4
57384257	O14965
57384257	Q96GD4
57384257	Q9UQB9
57384258	Q96GD4
57384259	Q96GD4
57384509	Q96GD4
57384510	Q96GD4
57384510	Q9UQB9
57384511	Q96GD4
57384512	Q96GD4
57384513	Q96GD4
57385085	P62937
57387792	Q96GD4
57387794	Q96GD4
57388019	Q96GD4
57390169	P07900
57390170	P07900
57391708	P23977
57392231	Q9QYJ6
57392231	Q9Y233
57397355	Q12931
57399640	O00444
57399640	O15146
57399640	O15197
57399640	O43283
57399640	O43353
57399640	O94804
57399640	P00519
57399640	P04629
57399640	P06239
57399640	P07333
57399640	P07948
57399640	P07949
57399640	P08581
57399640	P08631
57399640	P08922
57399640	P09619
57399640	P10721
57399640	P12931
57399640	P16234
57399640	P17948
57399640	P21709
57399640	P29317
57399640	P29320
57399640	P29322
57399640	P29323
57399640	P30530
57399640	P35590
57399640	P35916
57399640	P35968
57399640	P36507
57399640	P36888
57399640	P42684
57399640	P42685
57399640	P50613
57399640	P51451
57399640	P54756
57399640	P54760
57399640	P54762
57399640	P54764
57399640	Q02750
57399640	Q02763
57399640	Q04912
57399640	Q06418
57399640	Q08345
57399640	Q12852
57399640	Q12866
57399640	Q13163
57399640	Q13470
57399640	Q13882
57399640	Q14289
57399640	Q16288
57399640	Q16620
57399640	Q16832
57399640	Q56UN5
57399640	Q8NE63
57399640	Q8TBX8
57399640	Q9H2G2
57399640	Q9H3Y6
57399640	Q9HBH9
57399640	Q9UF33
57399640	Q9UQB9
57403614	P35354
57740764	Q9Y5Y4
58014772	P23458
58014772	P52333
58014816	O60674
58014816	P23458
58014816	P43405
58014816	P52333
58172700	P00519
58172700	P09619
58172700	P10721
58172700	Q16832
58507717	O00329
58507717	P42336
58507717	P42338
58507717	P42345
58507717	P48736
58863082	Q9JI35
58863113	Q9JI35
58863126	Q9JI35
58863146	Q9JI35
58863165	Q9JI35
58863171	Q9JI35
59053001	O43570
59053001	P00916
59053001	P00917
59053001	P00918
59053001	P43166
59053001	Q16790
59053001	Q8N1Q1
59053127	O43570
59053127	P00916
59053127	P00917
59053127	P00918
59053127	P43166
59053127	Q16790
59053127	Q8N1Q1
59264816	P07900
59264816	Q15118
59350300	P05121
59384235	P34995
59438327	Q07817
59444433	P19793
59444434	P19793
59444436	P19793
59475183	O43614
59697533	O67648
59697614	O67648
59697614	P47205
59743926	O60760
60198892	Q9UM73
60202320	P0C1S8
60202647	P36888
66560593	Q62666
66653268	P08588
66653395	P08588
66717004	P09874
66717068	P09874
67189726	P11103
67252102	O43614
67252378	O43613
67252378	O43614
67285742	P03428
67978739	P62937
68007079	P03428
68007420	P03428
68034378	P53350
68101827	P03428
68875681	P00918
70682146	P34976
70682328	P35968
70686410	P34976
70686456	P00797
70687873	P04578
70688559	P00797
70689895	P30560
70690620	P00797
70695511	Q8K4Z4
70696853	P00797
70701903	O67648
70702060	Q8TEK3
70702084	P30561
70702085	P30561
70702086	P30561
70702087	P30561
70702088	P30561
70702090	P30561
70789751	P36888
71239624	P09874
71239629	P09874
71239633	P09874
71239665	P09874
71239709	P09874
71239730	P09874
71239731	P09874
71239784	P09874
71239818	P09874
71240095	P09874
71240318	P09874
71272361	Q05397
71277539	Q05397
71277572	Q05397
71288602	O60674
71288602	P52333
71299336	P00915
71299336	P00918
71299336	P43166
71299336	Q8N1Q1
71299337	P00915
71299337	P00918
71299337	P43166
71299337	Q16790
71299337	Q8N1Q1
71299337	Q9ULX7
71299337	Q9Y2D0
71449081	P08235
71449189	P30560
71452520	P36888
71454277	P36888
71454279	O14965
71454279	P36888
71454281	P36888
71454576	P30560
71454591	P21731
71455744	P36888
71456035	P36888
71457919	P62937
71457920	P62937
71458135	P30560
71461618	P08235
71461726	P30560
71462043	P23944
71462043	P43140
71463198	P36888
71463351	P58154
71463378	P00491
71463380	P00491
71464713	P02766
71488864	Q01062
71521082	P00519
71521082	P09619
71521082	P10721
71521082	P16234
71521083	P00519
71521083	P09619
71521083	P10721
71521083	P16234
71521083	Q16832
71521862	P15692
71521862	P49763
71527840	P10415
71527972	P10415
71547929	P08631
71547929	P12931
71547929	P43405
71550931	Q08345
71550931	Q16832
71562125	P09382
71562125	P17931
71562206	P00338
71574266	P07900
71578521	P04626
71584196	P00915
71584198	O43570
71584198	P00915
71584198	P00916
71584198	P00917
71584198	P00918
71584198	P43166
71584198	Q16790
71584198	Q8N1Q1
71584198	Q9ULX7
71584198	Q9Y2D0
71584199	P00915
71584199	P00918
71584199	P43166
71584199	Q8N1Q1
71584200	P00915
71584200	P00918
71584200	P43166
71584200	Q8N1Q1
71584201	P00915
71584201	P00918
71584201	P43166
71584201	Q8N1Q1
71584202	P00915
71584202	Q8N1Q1
71584203	O43570
71584203	P00915
71584203	P00918
71584203	P43166
71584203	Q8N1Q1
71584326	O43570
71584326	P00915
71584326	P00918
71584326	P43166
71584326	Q8N1Q1
71584327	P00915
71584327	P00918
71584327	P43166
71584327	Q8N1Q1
71584328	O43570
71584328	P00915
71584328	P00918
71584328	P43166
71584328	Q8N1Q1
71584329	P00915
71584329	P00918
71584329	Q8N1Q1
71584330	P00915
71584330	P00918
71584330	P43166
71584330	Q8N1Q1
71584331	P00915
71584331	P00918
71584331	P43166
71584331	Q8N1Q1
71584332	P00915
71584332	P00918
71584332	P43166
71584332	Q8N1Q1
71584333	P00915
71584333	P00918
71584333	P43166
71584333	Q8N1Q1
71584454	P00915
71584454	P00918
71584454	P43166
71584454	Q8N1Q1
71584455	O43570
71584455	P00915
71584455	P00918
71584455	P43166
71584455	Q8N1Q1
71584456	P00915
71584456	P00918
71584456	P43166
71584456	Q8N1Q1
71584457	P00915
71584457	P00918
71584457	P43166
71584457	Q8N1Q1
71600087	O60885
71602247	P08253
71604556	Q12809
71604701	Q12809
71607959	P09874
71624427	P10415
71655537	P04191
71655677	P04191
71655678	P04191
71655679	P04191
71655741	P04191
71655742	P04191
71662247	P08588
71662248	P08588
71662249	P08588
71662409	P08588
71716944	P10415
71718202	P04191
71718470	P05230
71719054	P01008
71719220	P10415
71719413	P04191
71719431	P00915
71719431	P00918
71719799	Q05397
71719979	P10415
71720021	P00915
71720021	P00918
71720021	Q8N1Q1
71720264	P01008
71720326	P79350
71720436	P10415
71720662	P00915
71720662	P00918
71720662	P43166
71720882	Q7Z1V1
71720883	Q16850
71721648	Q9UM73
71733843	Q9HC97
71768355	O43570
71768355	P00916
71768355	P00917
71768355	P00918
71768355	P43166
71768355	Q16790
71768355	Q8N1Q1
71768357	P00916
71768357	P00917
71768357	P00918
71768357	P43166
71768357	Q16790
71768357	Q8N1Q1
71811188	O43614
72163809	P68400
72193916	P27694
72201027	Q92793
72202597	O96013
72202597	P43405
72202597	Q9P286
72375000	Q9JI35
72375001	Q9JI35
72375119	Q9JI35
72713178	Q04609
72724832	Q9AIU7
72793306	Q12809
72793898	O60341
73010396	P15056
73054430	P19793
73292382	O43924
73292384	O43924
73292741	O43924
73292904	O43924
73293072	O43924
73293073	O43924
73330369	Q14145
73346127	P41148
73346127	Q12931
73346674	P25023
73347179	P30560
73348185	P25023
73348186	P25023
73348568	P30969
73348693	P30560
73349742	P25023
73350269	P30560
73351264	P25023
73351265	P25023
73351438	P21731
73351569	P32300
73351770	P30560
73352182	O43614
73353035	P32300
73353070	P16610
73353129	P30969
73353240	P25023
73353252	P30560
73354644	P30969
73354747	P25023
73356195	P30969
73357325	P25023
73438547	P62937
73774784	P00918
73774784	Q8N1Q1
73774785	O43570
73774785	P00918
73774785	P22748
73774785	P43166
73774785	Q16790
73774785	Q8N1Q1
73774785	Q9ULX7
73774785	Q9Y2D0
73776055	Q16790
73776203	O43570
73776203	P43166
73776203	Q16790
73776203	Q8N1Q1
73776203	Q9ULX7
73776640	O43570
73776640	P43166
73776640	Q16790
73776640	Q8N1Q1
73776641	O43570
73776641	P00916
73776641	P00917
73776641	P00918
73776641	P43166
73776641	Q16790
73776641	Q8N1Q1
74221196	P51449
74221204	P51449
74972208	Q14573
74982890	O14965
74982894	O14965
75202909	Q99814
76333050	Q14145
76468920	P63085
76871916	P29320
77280229	P01024
77282096	P26684
77282106	P26684
77846025	Q15059
78044716	P09874
78044731	P09874
78099415	P10415
78113957	P09874
78118502	P09874
78118503	P09874
78118506	P09874
78118534	P09874
78118535	P09874
78118536	P09874
78118537	P09874
78118561	P09874
78118562	P09874
86277846	Q12809
86278040	P27694
86278042	P27694
86280693	Q06187
86290382	Q06187
86297077	O00255
86566715	O14976
86566715	P10721
89970570	O43924
90142516	P62937
90142544	P62937
90142573	P62937
90142592	P62937
90142611	P62937
90142631	P23284
90142631	P30405
90142631	P62937
90142659	P62937
90142669	P62937
90156635	Q99814
90161819	P03428
90298275	O43613
90466191	O14976
90467920	O14976
90467922	O14976
90644073	P19793
90644517	O43924
90644521	O43924
90644522	O43924
90644523	O43924
90644524	O43924
90644525	O43924
90644526	O43924
90644527	O43924
90644529	O43924
90644530	O43924
90644531	O43924
90644532	O43924
90644533	O43924
90644538	O43924
90644540	O43924
90644544	O43924
90655009	P27694
90655040	Q14145
90656001	P28867
90656002	P28867
90656003	P28867
90709673	P15056
90718186	P10721
90718186	P36888
90747418	P15056
90750998	P62157
90799884	P15056
90803372	P15056
90818931	P15056
90837545	P10827
90837545	P10828
90842208	P15056
90914794	P36888
91126317	P15056
91203188	P15056
91336164	P15056
91369525	P15056
91391208	P15056
91427294	P15056
91448975	P15056
91501740	P15056
91593400	P15056
91663440	P00519
91663440	P00523
91663440	P06239
91663440	P08631
91663440	P41240
91808039	O15164
91808039	O95696
91808039	P55201
91808039	Q9ULD4
91808046	Q13153
91809487	O43570
91809487	P00918
91809487	P43166
91809487	Q16790
91809487	Q8N1Q1
91826251	O60674
91826251	P04629
91826251	Q16288
91826251	Q16620
91864546	P04058
91895868	P00918
91895869	P00918
91895914	P08238
91896047	P15056
91896048	P15056
91898352	P11362
91898352	P21802
91898352	P22607
91898353	P11362
91898353	P21802
91898353	P22607
91898366	P41586
91898632	Q99720
